eta_l,eta_h,epsilon,mu,nu,psi,rho,sigma,lambda
0,4,0.944942066,240.2237782,2.220868994,0.146743486,53.69992993,92.73856158,1.5
0,4,0.802406374,471.5736747,3.283987807,0.131959111,54.91961215,58.46483442,1.5
0,4,0.717647114,314.793529,2.705659236,0.116383034,63.92436852,88.10951996,1.5
0,4,0.44505696,156.9563405,4.06481711,0.109418898,66.7508036,98.24619543,1.5
0,4,0.712985727,181.6244442,2.41203609,0.153414234,54.14149027,122.987195,1.5
0,4,0.507540495,190.8535742,1.608938041,0.253349554,50.77509888,103.5510944,1.5
0,4,0.389203705,178.2427983,3.384469024,0.12998834,50.34711856,70.79292082,1.5
0,4,0.898188024,170.0462879,2.965667341,0.20018018,53.59351179,70.7099994,1.5
0,4,0.03680386,197.5721939,3.064810787,0.146869767,53.48718349,95.10858201,1.5
0,4,0.888631365,72.25893252,4.899225018,0.103816517,54.08655328,57.10212639,1.5
0,4,0.111465202,175.9272697,3.704723101,0.135080433,50.70239454,61.99703308,1.5
0,4,0.294220755,155.2667302,1.633025339,0.180583788,58.266377,147.7446667,1.5
0,4,0.135521612,317.5817654,2.589289946,0.14130817,55.49028342,83.38944745,1.5
0,4,0.898514001,175.6091851,2.670536448,0.206574593,60.31706207,72.09084767,1.5
0,4,0.533334841,338.3504554,4.196928515,0.116358139,55.85844985,51.69165758,1.5
0,4,0.588367578,168.7487468,2.75425749,0.150045822,51.00769964,77.78184523,1.5
0,4,0.612381699,219.4635266,4.90232672,0.073988228,55.2037278,66.71317422,1.5
0,4,0.875803773,176.4569381,3.734072322,0.129836011,43.0233367,39.26635562,1.5
0,4,0.49517612,221.5231185,3.736017217,0.087777207,49.08256327,86.1871384,1.5
0,4,0.946431704,123.6365688,2.281448288,0.182611808,58.6054124,65.54861561,1.5
0,4,0.383671196,382.8293759,3.757077257,0.096263846,54.58850228,96.65935996,1.5
0,4,0.774296214,534.3393773,5.860232151,0.086661566,62.84755947,114.4533274,1.5
0,4,0.805270184,291.3859361,1.532895981,0.222579724,53.80972383,94.75083351,1.5
0,4,0.630284295,193.5123165,1.658727246,0.275209806,52.5745796,91.41402628,1.5
0,4,0.704263266,166.9368807,2.808934609,0.190274127,68.16653587,102.8030171,1.5
0,4,0.956171511,185.0059054,2.97383339,0.145410232,58.17871123,92.73976353,1.5
0,4,0.976249864,216.7450753,2.799310558,0.173731591,58.6401291,75.46404327,1.5
0,4,0.390515648,261.5428084,3.671879626,0.128715102,42.79349034,51.80121205,1.5
0,4,0.266222433,227.9417757,3.248451647,0.157277399,50.07931438,71.99913016,1.5
0,4,0.543487545,86.29330878,1.713671972,0.169805007,58.59353945,127.9410698,1.5
0,4,0.86394014,155.3956833,5.63623765,0.102640383,55.31829904,112.0595075,1.5
0,4,0.184269183,382.4992345,2.296350694,0.195370729,49.85608342,109.4753844,1.5
0,4,0.826722161,196.2452009,2.578641474,0.224330618,57.36415559,72.01989196,1.5
0,4,0.155345516,162.2109874,3.002338757,0.112568075,61.43512383,69.7370131,1.5
0,4,0.784119215,472.2651088,2.392346817,0.155220422,50.36134731,74.59968136,1.5
0,4,0.535352069,170.4560101,2.893348538,0.20388685,55.18322842,104.21575,1.5
0,4,0.404297096,130.1050202,2.54361067,0.160001281,62.59432665,98.32154107,1.5
0,4,0.538983705,137.1012511,1.913386201,0.13075495,49.86731697,134.6679209,1.5
0,4,0.119030676,162.1835833,1.855091757,0.152452475,53.99798318,138.9707281,1.5
0,4,0.992590694,91.66945682,3.770367215,0.148877723,59.8643363,60.58649303,1.5
0,4,0.89739136,152.0448436,2.590415775,0.155613279,72.64202608,117.9697808,1.5
0,4,0.407362703,188.9224177,1.689611976,0.206542795,54.68600039,159.8035225,1.5
0,4,0.849918439,217.7100464,1.430911185,0.20375949,53.68309647,104.2994723,1.5
0,4,0.810833208,294.9594354,3.440352954,0.135721491,55.37151115,66.50815072,1.5
0,4,0.502603867,293.2307637,3.263248556,0.12710246,59.72947384,174.0979719,1.5
0,4,0.407362703,188.9224177,1.689611976,0.206542795,54.68600039,159.8035225,1.5
0,4,0.174181101,234.9950589,3.630592521,0.111938414,53.72917523,86.2601699,1.5
0,4,0.405622859,308.6605807,4.956527642,0.083306853,53.11881864,54.2665579,1.5
0,4,0.734400848,250.5350386,2.790931172,0.138183207,57.12516344,99.51372266,1.5
0,4,0.426817318,202.5004332,1.960354556,0.195942104,50.66256652,98.04096531,1.5
0,4,0.535958391,236.2511652,1.444365172,0.204191661,56.59572762,130.2530667,1.5
0,4,0.26844167,146.4675953,2.57938623,0.144628387,53.23797967,91.5508409,1.5
0,4,0.747411449,102.759823,2.416261251,0.130080868,52.34133002,53.02449695,1.5
0,4,0.836386409,140.6118474,2.97793748,0.136615701,62.3203589,86.01076505,1.5
0,4,0.88875254,411.3103203,2.616404052,0.139463977,48.55945493,100.4537657,1.5
0,4,0.90782786,350.1397571,2.541643388,0.213857528,49.86446467,102.8662571,1.5
0,4,0.380827128,188.6652318,2.139621733,0.182003999,51.18219121,98.64067453,1.5
0,4,0.993601019,218.962328,2.414339378,0.148698566,47.11912349,76.29557189,1.5
0,4,0.630284295,193.5123165,1.658727246,0.275209806,52.5745796,91.41402628,1.5
0,4,0.662674653,194.9777504,3.156294148,0.12775623,40.97987402,100.3060106,1.5
0,4,0.189870479,150.1189812,2.913337343,0.133691709,50.89995023,76.31961573,1.5
0,4,0.816217338,148.5140025,3.1709474,0.135857382,53.41553481,59.83362701,1.5
0,4,0.329971208,166.0856572,3.230054697,0.137211665,52.51171244,111.6636963,1.5
0,4,0.961799559,153.0411374,2.326866256,0.183801305,52.68635966,111.7458499,1.5
0,4,0.418095343,137.6156582,2.655035347,0.117776083,49.79811401,76.01943586,1.5
0,4,0.57292305,259.1631361,2.220709859,0.162390153,65.86840165,90.16193304,1.5
0,4,0.38120068,215.4001708,3.076517399,0.170003333,45.79093047,136.4627811,1.5
0,4,0.652817919,139.0856761,3.081491854,0.146523863,60.81811146,88.19916192,1.5
0,4,0.954710217,262.7455914,1.284183359,0.248213822,64.64890333,142.1734114,1.5
0,4,0.6870141,181.3588628,2.102541277,0.185853176,53.10793968,116.9946498,1.5
0,4,0.875653807,311.0193473,4.585852398,0.117841904,65.37377668,133.0145971,1.5
0,4,0.119922041,380.0841863,3.515843485,0.159412478,55.49257415,64.52527036,1.5
0,4,0.664458555,90.72689232,3.431146498,0.115002662,49.20452622,73.8751109,1.5
0,4,0.240715402,351.4619208,4.304518124,0.07710947,51.18147648,99.45072035,1.5
0,4,0.562605889,179.0762299,2.738712619,0.157342016,62.20997398,96.57132057,1.5
0,4,0.918573879,129.6561065,2.991644764,0.162304649,49.28936151,102.9650955,1.5
0,4,0.408856074,177.9161177,2.596224064,0.228086531,52.67675671,97.04956736,1.5
0,4,0.241921712,143.436391,2.537523137,0.099950609,68.87804754,110.1919932,1.5
0,4,0.211915994,285.4428064,2.398746744,0.166994015,64.45971705,92.53142543,1.5
0,4,0.65031474,182.5861036,2.679311636,0.138890323,56.85381701,76.60535276,1.5
0,4,0.935010166,140.3586165,3.3234515,0.129624,51.18432237,94.2572567,1.5
0,4,0.253455583,95.35925755,2.266160797,0.198603477,50.49015049,77.65571127,1.5
0,4,0.86399393,144.2994528,2.880118708,0.193216393,59.44370015,115.4375155,1.5
0,4,0.998354064,235.0254338,3.122916826,0.104975924,59.31026624,80.00587165,1.5
0,4,0.083453657,292.3893082,2.325636926,0.178938322,51.49261361,102.2862961,1.5
0,4,0.811892846,167.9085495,4.455617006,0.080787846,55.02394101,99.43249508,1.5
0,4,0.390006762,367.5821239,2.160805331,0.170554196,58.50521326,78.92194636,1.5
0,4,0.603304709,344.2147596,2.099777595,0.199869932,59.52350684,68.27658298,1.5
0,4,0.869122665,146.9605062,2.547845227,0.200741094,58.18184735,95.30342241,1.5
0,4,0.381100536,109.8880276,5.883377533,0.084007697,45.32727519,132.2449903,1.5
0,4,0.751194231,87.02228409,3.047453433,0.14579895,50.93524305,76.11265898,1.5
0,4,0.278933278,180.1182077,1.662387516,0.227709071,48.26798104,82.37571207,1.5
0,4,0.10094885,231.1942485,1.359991998,0.202937142,56.53480011,89.59116325,1.5
0,4,0.487170893,164.9768277,3.57169086,0.10024783,50.72809009,58.79972094,1.5
0,4,0.915915305,141.868999,3.065732141,0.10215848,53.82692378,92.19646208,1.5
0,4,0.25508827,181.792075,2.786931322,0.182368874,42.95006082,79.55363458,1.5
0,4,0.100068993,443.5271616,6.402381139,0.092417721,53.59075229,119.8280704,1.5
0,4,0.977639014,187.6401409,4.085451042,0.09660332,53.64140663,141.7098773,1.5
0,4,0.953249471,346.2945969,1.03850096,0.258516021,63.72091658,131.4839152,1.5
0,4,0.354293968,84.29947119,3.219592431,0.176333766,45.69174522,54.36324696,1.5
0,4,0.051733965,170.3362093,2.874026213,0.147744169,53.65526527,80.3931824,1.5
0,4,0.999514872,123.9413956,3.942689397,0.090117067,55.75278572,128.8062318,1.5
0,4,0.763502394,116.4313616,1.994375259,0.167329883,50.22416568,124.3843556,1.5
0,4,0.36575023,132.3520235,2.919004233,0.142006756,46.82271303,120.2493659,1.5
0,4,0.009448543,313.018289,5.670644412,0.067559078,48.85577013,79.01400688,1.5
0,4,0.724514112,369.9293734,4.393942094,0.12411429,56.32664815,64.07196046,1.5
0,4,0.566332455,239.3282728,1.800741756,0.188264627,62.49803482,65.73570858,1.5
0,4,0.827011426,325.6622113,3.27277933,0.175629793,55.92703966,58.88490102,1.5
0,4,0.679019747,137.0829426,3.036733502,0.118946247,65.40242564,102.1773013,1.5
0,4,0.784119215,472.2651088,2.392346817,0.155220422,50.36134731,74.59968136,1.5
0,4,0.58655063,111.3997632,3.769850764,0.105648091,56.41754307,118.7087289,1.5
0,4,0.618143528,127.9429209,2.656225885,0.161290717,60.32519491,92.92781981,1.5
0,4,0.621741659,143.6431542,2.248175095,0.172226034,47.60671747,88.50719016,1.5
0,4,0.40675614,194.0977087,3.015974075,0.156476813,61.17349717,83.07706205,1.5
0,4,0.811676449,337.6984011,3.043000771,0.124950661,63.39690887,88.01419205,1.5
0,4,0.286618246,229.0700028,2.355510717,0.16855715,53.32874955,156.8816724,1.5
0,4,0.860935735,203.3447451,2.851434718,0.255187729,58.6205434,89.5833949,1.5
0,4,0.738046045,248.9995819,3.624051007,0.115559066,53.47791909,96.59512711,1.5
0,4,0.203883404,270.2663632,2.391220155,0.185471024,53.6632789,82.19567467,1.5
0,4,0.191119565,258.0795148,1.815320277,0.127832595,59.13046734,101.8915849,1.5
0,4,0.264900718,244.8499698,1.825869319,0.197362492,51.85864305,70.94538424,1.5
0,4,0.837037964,334.8272857,2.731245335,0.138561057,42.83719217,112.1432736,1.5
0,4,0.961375433,207.9422116,1.885910818,0.216565388,55.36454251,129.5201117,1.5
0,4,0.600041318,176.8592743,2.908986414,0.116434273,46.41206686,83.35367581,1.5
0,4,0.562672878,235.2556135,2.019602522,0.159421961,47.77431025,101.2131184,1.5
0,4,0.884961414,326.2006402,2.35263984,0.124837789,56.91545913,155.3624766,1.5
0,4,0.264859696,105.8518856,4.651104294,0.08154584,57.59819232,99.82960649,1.5
0,4,0.171247669,271.7113802,4.0278261,0.106961761,58.85499195,67.68412079,1.5
0,4,0.572002036,379.4623573,2.433041412,0.166755143,52.47759958,159.4761267,1.5
0,4,0.345539827,153.4534713,2.555135741,0.168906653,48.6697098,106.8781551,1.5
0,4,0.055142185,80.91485783,2.219808934,0.166777832,65.47244845,91.70934877,1.5
0,4,0.994749455,93.33142336,3.402464891,0.134444781,65.65010437,87.01069464,1.5
0,4,0.302452394,201.6496798,4.241564698,0.089704171,57.57046933,160.8164599,1.5
0,4,0.981110327,269.241448,2.868070304,0.139576361,62.08295746,105.1621105,1.5
0,4,0.899822323,446.1581587,1.882767653,0.165191278,57.47378128,115.5453577,1.5
0,4,0.45469841,147.0293055,2.284900015,0.162078964,51.38416005,92.37575734,1.5
0,4,0.991434395,370.7163376,3.542523156,0.109765003,49.0019167,77.83821558,1.5
0,4,0.967633018,370.5768477,2.241971135,0.179491499,46.46391349,84.33163415,1.5
0,4,0.977639014,187.6401409,4.085451042,0.09660332,53.64140663,141.7098773,1.5
0,4,0.43786588,345.3059159,2.629639918,0.172169775,63.16679045,88.03354715,1.5
0,4,0.69356769,249.4052812,5.339931267,0.074542283,57.54499455,105.7516427,1.5
0,4,0.893920395,188.485389,3.868753134,0.116459965,54.34263597,162.4824046,1.5
0,4,0.433005125,253.9952973,2.595463543,0.112154497,55.64577886,204.5930148,1.5
0,4,0.956523578,356.5417445,3.802608243,0.129744509,50.93240638,94.41912328,1.5
0,4,0.398315808,300.8006541,2.18983104,0.200084858,57.36146597,71.05679461,1.5
0,4,0.51293183,196.7118375,2.409992627,0.168681186,54.53416359,79.88041488,1.5
0,4,0.032162322,361.1140567,5.435563931,0.127543525,51.85358162,110.5387296,1.5
0,4,0.736900716,125.7180069,2.226638938,0.165739717,48.91226675,80.09973856,1.5
0,4,0.804464463,353.2768606,1.314036099,0.257479788,65.19963094,146.8319993,1.5
0,4,0.639174801,207.6340838,3.292072501,0.121040529,51.82431064,82.85086326,1.5
0,4,0.324803912,184.2187581,4.847194094,0.097177784,51.09372605,75.49913798,1.5
0,4,0.390652231,384.1963269,3.841103972,0.14777411,50.727255,107.4738991,1.5
0,4,0.859032718,205.7910026,3.839626791,0.13950608,60.43455866,117.8708334,1.5
0,4,0.357276891,253.0179474,3.036563207,0.103929483,52.62558671,56.82230399,1.5
0,4,0.996343488,370.8214524,3.617036139,0.093061883,51.55717787,100.5230651,1.5
0,4,0.65031474,182.5861036,2.679311636,0.138890323,56.85381701,76.60535276,1.5
0,4,0.423418376,182.8302624,3.175199805,0.169617913,69.27611083,78.26517493,1.5
0,4,0.821222121,220.1044838,3.084582393,0.164281867,49.5903988,112.092187,1.5
0,4,0.071075679,122.48673,5.112874072,0.076460306,61.20205501,67.14212084,1.5
0,4,0.541489126,163.703567,2.554094192,0.131208647,44.47853658,120.2758175,1.5
0,4,0.591892449,177.6415125,2.862414979,0.110662397,47.59080615,79.87126974,1.5
0,4,0.717782465,134.1610445,2.519613591,0.111387279,56.72426361,249.2065169,1.5
0,4,0.02231566,223.2956783,2.963859266,0.135621817,55.74688551,82.42836336,1.5
0,4,0.174222865,95.98140927,3.517892817,0.182427794,45.42714025,68.55030397,1.5
0,4,0.121680279,298.1098544,3.197291853,0.12691253,58.45644117,75.18576943,1.5
0,4,0.75941704,149.4143573,4.151671977,0.088927804,58.4191902,82.77254991,1.5
0,4,0.703872937,319.6961794,2.727098511,0.125500283,55.77231468,105.2972432,1.5
0,4,0.742566574,132.3381541,5.203672951,0.110880446,52.80912778,86.45585378,1.5
0,4,0.652363032,168.7449662,2.485122352,0.211725546,56.34839896,146.1952005,1.5
0,4,0.943730244,142.3181312,2.154659899,0.190207556,61.66984551,93.67014306,1.5
0,4,0.748577656,156.5987108,2.230395892,0.262764175,61.46628496,92.04380714,1.5
0,4,0.631272005,86.83413429,2.209066943,0.162241542,56.64545967,97.09117928,1.5
0,4,0.292855367,122.109151,4.329227348,0.120836767,50.50177472,130.453616,1.5
0,4,0.828457172,209.5530705,2.706562786,0.180163488,60.06329867,81.45655093,1.5
0,4,0.720700454,133.6328897,4.371120291,0.104898258,50.21402058,77.59379074,1.5
0,4,0.858441628,385.1057125,6.300717209,0.092152967,56.07773567,69.6948832,1.5
0,4,0.636183008,192.0585785,4.814544223,0.097253826,52.28938922,106.066038,1.5
0,4,0.826722161,196.2452009,2.578641474,0.224330618,57.36415559,72.01989196,1.5
0,4,0.554039107,157.65687,3.542382029,0.121771124,56.73852818,74.35513935,1.5
0,4,0.423894456,194.6425231,3.301509343,0.166598563,64.53025116,121.8636997,1.5
0,4,0.798930722,197.1483675,1.693313385,0.174815768,55.97157309,103.6924772,1.5
0,4,0.985430594,175.1719452,3.507063776,0.103279524,59.55686715,69.26383653,1.5
0,4,0.929804866,173.0878095,3.595436786,0.191589995,45.44555038,72.95960961,1.5
0,4,0.264372889,219.1812755,2.464103695,0.134216359,53.84302658,62.63618504,1.5
0,4,0.473673577,359.5203738,3.112503914,0.167974178,65.19053539,140.2059576,1.5
0,4,0.995550628,325.7549238,1.079444654,0.262386006,64.55618824,129.4664891,1.5
0,4,0.816776569,125.5479281,3.878481167,0.131209495,50.84456187,102.7766644,1.5
0,4,0.342846807,182.6186523,3.273852083,0.140811763,48.24542065,125.9935019,1.5
0,4,0.058174289,127.6604915,5.209015031,0.074121999,63.94192445,115.943601,1.5
0,4,0.887585734,129.1819868,2.785465575,0.163621333,52.36112134,135.9295337,1.5
0,4,0.191321529,283.0171192,1.56680679,0.194873002,57.84959683,97.88711388,1.5
0,4,0.773743858,195.3164344,2.615276561,0.183671783,57.13719076,101.4712545,1.5
0,4,0.062000358,245.2983679,2.191753865,0.134918598,51.09737988,72.11412192,1.5
0,4,0.955247198,159.7300094,2.211667814,0.132154801,49.7691342,121.3644179,1.5
0,4,0.591649354,170.6646717,1.977088135,0.136590281,58.78097478,87.94081304,1.5
0,4,0.007389051,85.43486848,2.815835607,0.142934796,52.46661002,115.0966905,1.5
0,4,0.454940685,125.6950086,3.436704697,0.122693632,63.06155601,57.69477379,1.5
0,4,0.29745733,160.5167039,3.11646555,0.144099933,48.11786446,67.98635213,1.5
0,4,0.705029724,194.5689399,3.804898235,0.122865161,54.43191734,131.8445861,1.5
0,4,0.869421421,789.1235967,2.337470316,0.180606646,48.60695814,79.37021072,1.5
0,4,0.849918439,217.7100464,1.430911185,0.20375949,53.68309647,104.2994723,1.5
0,4,0.866943378,227.8426189,3.903474286,0.126902477,60.56249335,105.5732923,1.5
0,4,0.939731001,158.138925,2.265048787,0.152122541,59.92766905,167.2233315,1.5
0,4,0.131711059,249.0170819,3.174450202,0.125497296,51.41570525,101.6783524,1.5
0,4,0.607516536,141.6818824,5.218189715,0.068795853,54.7606498,74.5296698,1.5
0,4,0.652308115,259.6069998,2.088480681,0.209249359,60.94235011,117.6893963,1.5
0,4,0.829060743,186.0556273,2.592695691,0.123782123,52.56204432,70.82335486,1.5
0,4,0.644590809,173.0664137,2.671348173,0.132039367,51.89786474,75.68411866,1.5
0,4,0.062918581,183.0959176,4.540911816,0.085281072,49.7945304,93.51770158,1.5
0,4,0.900533865,106.2321052,3.257279197,0.145798032,57.61074147,167.6817521,1.5
0,4,0.544413458,300.2669583,3.097199061,0.151267193,69.72180409,86.45236372,1.5
0,4,0.816429178,192.9971126,3.481461512,0.140440037,55.26063501,96.03767484,1.5
0,4,0.465867757,119.5623586,5.547630207,0.075342532,46.82364806,121.9810675,1.5
0,4,0.607846189,171.0332578,2.634642908,0.17207445,54.59727967,96.09241696,1.5
0,4,0.505531819,504.9795106,2.849508328,0.118242007,52.51036667,109.2499697,1.5
0,4,0.325002876,185.4526504,2.991468565,0.179118719,58.97363936,56.61204454,1.5
0,4,0.591892449,177.6415125,2.862414979,0.110662397,47.59080615,79.87126974,1.5
0,4,0.626288885,94.69812416,1.678153533,0.168563575,60.67377782,82.26176605,1.5
0,4,0.050247449,233.9203193,2.39101691,0.173812395,64.06004972,84.99409171,1.5
0,4,0.183423891,229.3498094,2.758169599,0.148585494,55.49990262,72.31326609,1.5
0,4,0.539658751,195.0657905,3.772308104,0.115697803,51.90860503,46.77312437,1.5
0,4,0.816903684,121.4679353,2.579431624,0.208580919,53.49018378,64.82156034,1.5
0,4,0.691064203,162.6708232,2.925598084,0.159949825,53.66845303,53.06714871,1.5
0,4,0.253557069,346.554975,2.754202761,0.122142612,62.88906407,81.81027182,1.5
0,4,0.966345099,333.7118715,4.0344025,0.115287199,49.09876969,68.32435863,1.5
0,4,0.898514001,175.6091851,2.670536448,0.206574593,60.31706207,72.09084767,1.5
0,4,0.354525553,313.5223403,2.681822283,0.183599421,53.40904275,85.01438149,1.5
0,4,0.480204984,109.7240648,2.532401271,0.151942309,49.25431616,113.2703281,1.5
0,4,0.536376023,495.6970229,3.331252608,0.135508477,52.48951081,79.44349789,1.5
0,4,0.251875933,137.1615721,4.334399186,0.079474358,51.4494192,88.62136485,1.5
0,4,0.026681577,157.1308663,2.427874403,0.165144395,54.36784481,85.35421375,1.5
0,4,0.059129755,129.6986712,1.995223597,0.139433622,57.92436039,85.55031741,1.5
0,4,0.268054018,88.64437188,2.399766429,0.181632787,46.73213324,112.4898308,1.5
0,4,0.34889603,190.2488156,1.796521075,0.198427102,49.79388108,79.97121375,1.5
0,4,0.029023752,139.8764811,2.480168102,0.154586278,57.14112809,77.62809222,1.5
0,4,0.052354722,173.172571,2.789724392,0.164280058,54.45002501,93.70895926,1.5
0,4,0.359485377,172.8318272,2.491980118,0.137086489,46.6097647,89.58102771,1.5
0,4,0.868387125,298.2087881,2.615130454,0.146177482,57.70230245,81.94173264,1.5
0,4,0.900901634,241.6087932,3.265326096,0.218345909,57.45033213,105.1688244,1.5
0,4,0.721073831,185.5879042,2.353133815,0.166163084,57.49742073,104.4140033,1.5
0,4,0.588566964,219.1176937,6.159110996,0.094938209,54.92690112,97.12600574,1.5
0,4,0.009978114,206.1821326,4.3201825,0.102492407,49.54919705,85.69092804,1.5
0,4,0.537801436,168.0084544,3.767228185,0.106076834,55.72696357,96.47054,1.5
0,4,0.882250099,259.3448219,2.129097952,0.148813736,56.38325539,48.49761678,1.5
0,4,0.042237962,173.3968266,5.023528004,0.086818175,48.60627315,89.86140225,1.5
0,4,0.929804866,173.0878095,3.595436786,0.191589995,45.44555038,72.95960961,1.5
0,4,0.559657465,137.5405826,2.455523078,0.152074063,58.10878181,43.53067103,1.5
0,4,0.69445307,180.2264418,2.738159431,0.112663603,65.71364274,96.12619727,1.5
0,4,0.64796039,194.0955906,1.35675653,0.22322838,52.06977282,65.91314258,1.5
0,4,0.72313908,369.7594362,1.992998492,0.162660703,53.67207015,96.12089449,1.5
0,4,0.575344077,167.9604781,1.893426395,0.156582996,61.90133767,90.93591329,1.5
